                 TABLET+MFT + REJENERASYON(Fonksiyon Tablo 1+MFT) {   30 sn,    42 lt,     0 sn,     0 dk,     0 dk,     _00C,     0 sn,    12 dk,     0 sn,     _00C,     0 dk,     0 sn,     0 dk,     0 sn,     1 dk,    15 sn,    45 sn,    46 lt,     0 sn,    10 sn,     _00C,     1 dk,     _50C,     6 dk,     _68C,     9 dk,    17 dk,     1 dk,    10 dk,     1 dk,     0 dk,     0 sn,     0 sn,     0 sn,     0 lt,     0 sn,     5 dk,    60 sn,    46 lt,     0 sn,     0 sn,     5 dk,     0 sn,     0 sn,     0 sn,     0 lt,     0 sn,     2 dk,    60 sn,     0 lt,     0 sn,     0 dk,     _00C,     0 dk,     0 dk,     0 sn,     0 sn,    34 lt,     0 sn,    30 sn,     0 dk,     _50C,     1 dk,     _60C,     _68C,     5 dk,     0 sn,     0 dk,    45 sn,    16 lt,     0 sn,     5 dk,    60 sn,     0 sn,     0 sn,     0 sn,     0 sn,    60 sn,    04 lt,     0 dk,    20 dk,    02 lt,    14 dk,    22 lt,     0 sn,    30 sn,     0 dk,     0 dk,     0 dk,     0 dk,     0 lt,     0 dk,     0 dk,     0 dk,     0 dk,     0 dk,    35 sn,     0 dk},
                 TABLET+MFT + REJENERASYON(Fonksiyon Tablo 1+MFT) {     _00,      _00,      _00,      _00,      _00,      _00,      _00,      _28,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _22,      _00,      _00,      _00,      _28,      _00,      _28,      _28,      _30,      _34,      _34,      _30,      _00,      _30,      _30,      _00,      _00,      _22,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _30,      _00,      _22,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _30,      _00,      _30,      _30,      _34,      _30,      _34,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00},
                 TABLET+MFT + REJENERASYON(Fonksiyon Tablo 1+MFT) {   _idle,    _dwnn,    _idle,    _idle,    _idle,    _idle,    _idle,   _upDw3,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _runn,    _runn,    _dwnn,    _idle,    _dwnn,    _idle,    _dwnn,   _upDw2,   _upDw1,    _dwnn,    _dwnn,   _upDw1,    _idle,   _upDw1,    _dwnn,    _idle,    _idle,    _runn,    _runn,    _idle,    _idle,    _idle,    _runn,    _dwnn,    _idle,    _idle,   _upDw1,    _idle,    _runn,    _runn,    _idle,    _idle,    _idle,    _runn,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _dwnn,    _idle,    _dwnn,    _idle,   _upDw1,   _upDw1,   _upDw1,    _uppp,    _dwnn,    _idle,    _idle,    _runn,    _dwnn,    _idle,    _idle,    _runn,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle},

            YARIM YUK + MFT + REJENERASYON(Fonksiyon Tablo 2+MFT) {     133,      133,      133,      133,      133,      133,      133,      133,      133,      133,      133,      133,      133,      133,      133,      133,      133,      132,      131,      130,      130,      130,      129,      118,      112,      102,       93,       76,       75,       70,       69,       69,       69,       69,       69,       69,       69,       64,       63,       62,       61,       61,       56,       56,       56,       56,       56,       56,       54,       53,       53,       53,       53,       53,       53,       53,       53,       53,       52,       51,       51,       51,       43,       42,       38,       35,       33,       33,       33,       32,       31,       31,       26,       25,       25,       25,       25,       28,       27,       27,       27,       17,       17,        3,        2,        2,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1},
            YARIM YUK + MFT + REJENERASYON(Fonksiyon Tablo 2+MFT) {    0 sn,     0 lt,     0 sn,     0 dk,     0 dk,     _00C,     0 sn,     0 dk,     0 sn,     _00C,     0 dk,     0 sn,     0 dk,     0 sn,     0 dk,     0 sn,    45 sn,    52 lt,     0 sn,    10 sn,     _00C,     1 dk,     _50C,     6 dk,     _68C,     9 dk,    17 dk,     1 dk,     5 dk,     1 dk,     0 dk,     0 sn,     0 sn,     0 sn,     0 lt,     0 sn,     5 dk,    60 sn,    40 lt,     0 sn,     0 sn,     5 dk,     0 sn,     0 sn,     0 sn,     0 lt,     0 sn,     2 dk,    60 sn,     0 lt,     0 sn,     0 dk,     _00C,     0 dk,     0 dk,     0 sn,     0 sn,    32 lt,     0 sn,    30 sn,     0 dk,     _50C,     1 dk,     _60C,     _65C,     2 dk,     0 sn,     0 dk,    45 sn,    16 lt,     0 sn,     5 dk,    60 sn,     0 sn,     0 sn,     0 sn,     0 sn,    60 sn,    04 lt,     0 dk,    10 dk,    02 lt,    14 dk,    22 lt,     0 sn,    30 sn,     0 dk,     0 dk,     0 dk,     0 dk,     0 lt,     0 dk,     0 dk,     0 dk,     0 dk,     0 dk,    35 sn,     0 dk},
            YARIM YUK + MFT + REJENERASYON(Fonksiyon Tablo 2+MFT) {     _00,      _00,      _00,      _00,      _00,      _00,      _00,      _28,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _22,      _00,      _00,      _00,      _28,      _00,      _28,      _28,      _30,      _34,      _34,      _30,      _00,      _30,      _30,      _00,      _00,      _22,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _30,      _00,      _22,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _30,      _00,      _30,      _30,      _34,      _30,      _34,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00},
            YARIM YUK + MFT + REJENERASYON(Fonksiyon Tablo 2+MFT) {   _idle,    _dwnn,    _idle,    _idle,    _idle,    _idle,    _idle,   _upDw3,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _runn,    _runn,    _dwnn,    _idle,    _dwnn,    _idle,    _dwnn,   _upDw2,   _upDw1,    _dwnn,    _dwnn,   _upDw1,    _idle,   _upDw1,    _dwnn,    _idle,    _idle,    _runn,    _runn,    _idle,    _idle,    _idle,    _runn,    _dwnn,    _idle,    _idle,   _upDw1,    _idle,    _runn,    _runn,    _idle,    _idle,    _idle,    _runn,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _dwnn,    _idle,    _dwnn,    _idle,   _upDw1,   _upDw1,   _upDw1,    _uppp,    _dwnn,    _idle,    _idle,    _runn,    _dwnn,    _idle,    _idle,    _runn,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle},

   TABLET + YARIM YUK + MFT + REJENERASYON(Fonksiyon Tablo 6+MFT) {     145,      145,      145,      145,      145,      145,      145,      145,      145,      145,      145,      145,      145,      145,      145,      145,      145,      144,      143,      142,      142,      142,      141,      130,      124,      114,      105,       88,       87,       82,       81,       81,       81,       81,       81,       81,       81,       76,       75,       74,       73,       73,       68,       68,       68,       68,       68,       68,       66,       65,       65,       65,       65,       65,       65,       65,       65,       65,       64,       63,       63,       63,       55,       54,       50,       45,       43,       43,       43,       42,       41,       41,       36,       35,       35,       35,       35,       38,       37,       37,       37,       17,       17,        3,        2,        2,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1,        1},
   TABLET + YARIM YUK + MFT + REJENERASYON(Fonksiyon Tablo 6+MFT) {    0 sn,     0 lt,     0 sn,     0 dk,     0 dk,     _00C,     0 sn,     0 dk,     0 sn,     _00C,     0 dk,     0 sn,     0 dk,     0 sn,     0 dk,     0 sn,    45 sn,    52 lt,     0 sn,    10 sn,     _00C,     1 dk,     _50C,     6 dk,     _68C,     9 dk,    17 dk,     1 dk,     5 dk,     1 dk,     0 dk,     0 sn,     0 sn,     0 sn,     0 lt,     0 sn,     5 dk,    60 sn,    44 lt,     0 sn,     0 sn,     5 dk,     0 sn,     0 sn,     0 sn,     0 lt,     0 sn,     2 dk,    60 sn,     0 lt,     0 sn,     0 dk,     _00C,     0 dk,     0 dk,     0 sn,     0 sn,    34 lt,     0 sn,    30 sn,     0 dk,     _50C,     1 dk,     _60C,     _68C,     2 dk,     0 sn,     0 dk,    45 sn,    16 lt,     0 sn,     5 dk,    60 sn,     0 sn,     0 sn,     0 sn,     0 sn,    60 sn,    04 lt,     0 dk,    20 dk,    02 lt,    14 dk,    22 lt,     0 sn,    30 sn,     0 dk,     0 dk,     0 dk,     0 dk,     0 lt,     0 dk,     0 dk,     0 dk,     0 dk,     0 dk,    35 sn,     0 dk},
   TABLET + YARIM YUK + MFT + REJENERASYON(Fonksiyon Tablo 6+MFT) {     _00,      _00,      _00,      _00,      _00,      _00,      _00,      _28,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _22,      _00,      _00,      _00,      _28,      _00,      _28,      _28,      _30,      _34,      _34,      _30,      _00,      _30,      _30,      _00,      _00,      _22,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _30,      _00,      _22,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _30,      _00,      _30,      _30,      _34,      _30,      _34,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00,      _00},
   TABLET + YARIM YUK + MFT + REJENERASYON(Fonksiyon Tablo 6+MFT) {   _idle,    _dwnn,    _idle,    _idle,    _idle,    _idle,    _idle,   _upDw3,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _runn,    _runn,    _dwnn,    _idle,    _dwnn,    _idle,    _dwnn,   _upDw2,   _upDw1,    _dwnn,    _dwnn,   _upDw1,    _idle,   _upDw1,    _dwnn,    _idle,    _idle,    _runn,    _runn,    _idle,    _idle,    _idle,    _runn,    _dwnn,    _idle,    _idle,   _upDw1,    _idle,    _runn,    _runn,    _idle,    _idle,    _idle,    _runn,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _dwnn,    _idle,    _dwnn,    _idle,   _upDw1,   _upDw1,   _upDw1,    _uppp,    _dwnn,    _idle,    _idle,    _runn,    _dwnn,    _idle,    _idle,    _runn,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle,    _idle},

